filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
0v8MGxNetjg_ 10.000_ 20.000.wav,0.5199507474899292,0.0458526611328125,1612.8957953782522,1411.8386771487906,2907.58056640625,0.10701949508101853,-376.8760070800781,111.01737213134766,-31.904014587402344,6.622255325317383,-0.816813051700592,-4.456445217132568,-0.1987023502588272,-3.759592771530152,-5.181572914123535,-0.6652092337608337,-0.6564745903015137,-7.439711570739746,-1.0345797538757324,-0.20308373868465426,-3.513494968414306,-1.7457046508789062,-3.0118775367736816,-2.8784823417663574,-2.10642671585083,-4.026825428009033,not_covid
1j1duoxdxBg_ 70.000_ 80.000.wav,0.5354722738265991,0.0017706173239275813,2892.0870756368267,2467.4081407203157,5072.664388020833,0.14858443648726852,-519.158447265625,60.78128433227539,-13.722886085510256,52.14542770385742,0.051049832254648216,-2.5349102020263667,16.103620529174805,-1.4945799112319946,4.1232523918151855,11.0308837890625,-0.1563066393136978,-0.9099724888801576,7.216460704803468,-1.7196295261383057,3.903020858764648,3.6530394554138175,3.043882131576538,2.4399571418762207,2.781968355178833,2.1951615810394287,not_covid
1MSYO4wgiag_ 120.000_ 130.000.wav,0.4966661334037781,0.03365698456764221,3429.0619349741182,2788.634413249972,6886.2884521484375,0.2253146701388889,-282.29791259765625,48.58168029785156,-15.52236557006836,12.710723876953125,4.199979782104491,-7.577727317810059,-19.32419204711914,-12.037646293640135,-16.901483535766598,13.693964958190918,0.829614520072937,-6.066336154937744,-4.167640209197998,1.017302393913269,-0.5238063335418701,0.5386925935745239,-8.855953216552734,-2.9279768466949463,-1.118561863899231,-5.9062275886535645,not_covid
1PajbAKd8Kg_ 0.000_ 10.000.wav,0.4075489640235901,0.013452006503939629,2710.811636667369,2664.2875501095195,5778.474934895832,0.14207628038194445,-346.8572998046875,75.76561737060547,-7.648193359375,11.36212158203125,11.365474700927734,1.8424255847930908,-7.9570064544677725,-4.2642083168029785,-8.283969879150389,3.105164051055908,-2.8386800289154053,5.053117752075195,-0.2913075089454651,0.9871860146522522,-2.447526216506958,3.6923673152923584,2.3123276233673096,-2.059656143188477,-4.772598743438722,-0.5038514733314514,not_covid
cov1.wav,0.4126965701580048,0.05900385230779648,1555.6486335003399,1418.5999316294915,2870.7370923913045,0.13399832589285715,-340.5880126953125,104.15670013427734,-32.228443145751946,-13.615362167358398,-3.0296642780303955,0.5120903849601746,-21.811838150024414,-17.781814575195312,-9.270073890686037,-5.505613803863525,-5.385944366455078,-8.24716854095459,0.9400057792663574,-5.701087474822997,-6.326630115509032,-1.0800398588180542,-1.8126091957092283,-2.518985748291016,-3.6842663288116455,-3.5641460418701167,covid
cov2.wav,0.4112230837345123,0.06271642446517944,2583.166933548916,2139.57102494876,4960.213216145833,0.1954277886284722,-341.66900634765625,48.31515121459961,-20.567407608032227,18.050302505493164,-16.142845153808597,26.60390472412109,-12.093286514282227,-15.435266494750975,-22.63595390319824,-10.58680820465088,-14.642156600952148,-13.203741073608398,-4.2726426124572745,-12.161370277404785,-5.901211738586426,-9.495268821716307,-5.752598285675049,-12.553077697753904,-14.743460655212402,-5.856838703155518,covid
cough-shallow-3CwioNQVDBQ6CttLyFVRJpMpVHk2.wav,0.43488749861717213,0.00778566487133503,2072.9812482795683,2381.560624169332,4941.8701171875,0.08653192934782608,-352.8711242675781,106.12508392333984,-5.234628200531006,17.117998123168945,-13.15810775756836,17.442296981811527,-21.331602096557614,-10.11855411529541,-7.896807670593263,-12.174445152282715,-7.906351566314697,-6.883115768432617,-13.236510276794435,-7.68148136138916,-8.179978370666504,1.3321583271026611,-12.484453201293945,-6.152116298675537,-16.213850021362305,-6.940215587615968,covid
pos-0421-084-cough-m-50.wav,0.42067134380340576,0.030171019956469536,1846.5003659224587,1846.4031045070599,3766.5659586588536,0.1098316333912037,-436.9234619140625,57.27851867675781,-3.1009738445281982,9.521533966064453,-7.685151100158691,0.91291481256485,-10.636096954345703,-7.91572380065918,-12.533146858215332,-2.952210664749145,2.407271385192871,-6.689751625061035,-3.5949971675872803,-6.06461238861084,0.219622403383255,-4.865090847015381,-6.623952865600586,-4.5203399658203125,-5.508700370788574,-5.995492935180664,covid
cough-heavy-6T43bddKoKfG7MwnJWvrPZSsyrc2.wav,0.4728250205516815,0.07059444487094879,3048.247565923833,1789.1776299776175,4997.507931042269,0.3230784862716763,-367.3935546875,27.25025749206543,-84.51605987548828,39.28724670410156,-19.609724044799805,18.51053237915039,-3.43546986579895,7.919528007507324,-10.130321502685547,-7.816189765930176,2.063077211380005,-17.158575057983402,6.437907695770264,-12.561196327209473,-4.894081115722656,-4.535070419311523,-9.711328506469727,-7.4954895973205575,-3.6401970386505127,0.07431720942258835,covid
cough-heavy-hNAGUEhL2Nh7V89at3yFEjQYo6c2.wav,0.4126965701580048,0.05900385230779648,1555.6486335003399,1418.5999316294915,2870.7370923913045,0.13399832589285715,-340.5880126953125,104.15670013427734,-32.228443145751946,-13.615362167358398,-3.0296642780303955,0.5120903849601746,-21.811838150024414,-17.781814575195312,-9.270073890686037,-5.505613803863525,-5.385944366455078,-8.24716854095459,0.9400057792663574,-5.701087474822997,-6.326630115509032,-1.0800398588180542,-1.8126091957092283,-2.518985748291016,-3.6842663288116455,-3.5641460418701167,covid
